Subject,TrialList,TrialList.Number,Exp.Number,Prime,PrimeType,PrefixClass,fPrimeMorpheme,PrimeAsp,fPrime,letPrime,Target,TargetAsp,fTarget,fTargetStem,letTarget,Target.RT,Target.ACC,Blank2.RT,Blank2.ACC
11,1,70,96,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,64,0
14,2,70,18,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,33,0
15,3,70,69,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,68,0
16,1,70,71,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,17,0
18,3,70,13,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,22,0
19,2,70,49,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,486,0
29,1,70,24,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,584,0
30,2,70,92,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,707,0
34,3,70,90,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,813,0
35,1,70,43,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,275,0
39,1,70,68,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,594,0
41,1,70,33,нашептать,na-filler,,,P,1,9,шаптать,I,,,7,0,0,77,0
6,3,19,79,нырнуть,suffix-nu,,,P,11.2,7,нырять,I,8.7,,6,0,0,135,0
20,3,19,46,нырнуть,suffix-nu,,,P,11.2,7,нырять,I,8.7,,6,0,0,65,0
25,3,19,14,нырнуть,suffix-nu,,,P,11.2,7,нырять,I,8.7,,6,0,0,393,0
3,1,83,40,нюхать,filler,,,I,6.60,6,вабить,I,,,6,0,232,0,0
9,1,83,29,нюхать,filler,,,I,6.60,6,вабить,I,,,6,0,0,392,0
19,2,83,102,нюхать,filler,,,I,6.6,6,вабить,I,,,6,0,0,1566,0
25,3,83,90,нюхать,filler,,,I,6.6,6,вабить,I,,,6,0,0,99,0
11,1,53,31,нюхнуть,filler-nu,,,P,0.6,7,нюсать,I,,,6,0,0,539,0
17,2,53,7,нюхнуть,filler-nu,,,P,0.6,7,нюсать,I,,,6,0,0,12,0
25,3,53,65,нюхнуть,filler-nu,,,P,0.6,7,нюсать,I,,,6,0,0,5,0
25,3,1,30,обретать,unrel,,,I,12.5,8,толкать,I,18.5,,7,0,0,92,0
16,1,78,10,обругать,ob-filler,,,P,3.7,8,мугать,I,,,6,0,0,77,0
25,3,78,12,обругать,ob-filler,,,P,3.7,8,мугать,I,,,6,0,0,410,0
32,1,78,66,обругать,ob-filler,,,P,3.7,8,мугать,I,,,6,0,0,108,0
33,2,78,35,обругать,ob-filler,,,P,3.7,8,мугать,I,,,6,0,0,22,0
25,3,36,18,одевать,suffix-va,,,I,5.9,7,одеть,P,33.9,,5,0,0,90,0
22,3,37,5,одолевать,suffix-va,,,I,6.0,9,одолеть,P,11.0,,7,0,0,16,0
5,1,58,33,окунуть,filler-nu,,,P,1.9,7,обунать,I,,,7,0,0,29,0
9,1,58,6,окунуть,filler-nu,,,P,1.9,7,обунать,I,,,7,0,0,77,0
25,3,58,94,окунуть,filler-nu,,,P,1.9,7,обунать,I,,,7,0,0,33,0
33,2,58,54,окунуть,filler-nu,,,P,1.9,7,обунать,I,,,7,0,0,29,0
7,1,77,41,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,108,0
11,1,77,92,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,120,0
16,1,77,28,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,142,0
19,2,77,52,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,480,0
25,3,77,48,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,314,0
36,2,77,25,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,131,0
39,1,77,39,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,179,0
41,1,77,47,оплакать,o-filler,,,P,1.4,8,птакать,I,,,7,0,0,92,0
4,3,73,14,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,280,0
10,3,73,5,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,319,0
18,3,73,78,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,183,0
25,3,73,35,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,561,0
29,1,73,22,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,33,0
31,3,73,96,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,135,0
33,2,73,96,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,0,0
34,3,73,10,осыпать,o-filler,,,P,4.8,7,зыпать,I,,,6,0,0,0,0
3,1,67,87,отгулять,ot-filler,,,P,0.8,8,кулять,I,,,6,0,0,147,0
25,3,67,68,отгулять,ot-filler,,,P,0.8,8,кулять,I,,,6,0,0,141,0
15,3,39,10,отставать,suffix-va,,,I,18.8,9,отстать,P,19.8,,7,0,0,710,0
25,3,39,62,отставать,suffix-va,,,I,18.8,9,отстать,P,19.8,,7,0,0,260,0
29,1,4,39,охнуть,suffix-nu,,,P,4.4,6,охать,I,3.5,,5,0,0,236,0
41,1,4,46,охнуть,suffix-nu,,,P,4.4,6,охать,I,3.5,,5,0,0,32,0
12,3,38,22,оценивать,suffix-va,,,I,36.4,9,оценить,P,64.0,,7,0,0,279,0
25,3,38,37,оценивать,suffix-va,,,I,36.4,9,оценить,P,64.0,,7,0,0,156,0
25,3,87,49,пачкать,filler,,,I,2.4,7,атолеть,I,,,7,0,0,270,0
25,3,28,103,перелить,unrel,,,P,1.30,8,выбить,P,19.6,,6,0,0,57,0
14,2,39,71,переодеть,unrel,,,P,3.0,9,отстать,P,19.8,,7,0,0,180,0
19,2,39,92,переодеть,unrel,,,P,3.0,9,отстать,P,19.8,,7,0,0,0,0
2,3,30,52,перепить,unrel,,,P,1.00,8,завить,P,0.7,,6,0,0,463,0
4,3,30,11,перепить,unrel,,,P,1.00,8,завить,P,0.7,,6,0,0,383,0
6,3,30,35,перепить,unrel,,,P,1.00,8,завить,P,0.7,,6,0,0,411,0
8,3,30,17,перепить,unrel,,,P,1.00,8,завить,P,0.7,,6,0,0,712,0
10,3,30,45,перепить,unrel,,,P,1.00,8,завить,P,0.7,,6,0,0,1005,0
18,3,30,95,перепить,unrel,,,P,1.00,8,завить,P,0.7,,6,0,0,200,0
2,3,48,8,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,551,0
5,1,48,104,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,222,0
7,1,48,75,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,98,0
8,3,48,88,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,498,0
12,3,48,9,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,156,0
14,2,48,14,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,111,0
15,3,48,68,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,171,0
16,1,48,83,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,33,0
18,3,48,9,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,161,0
20,3,48,93,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,174,0
22,3,48,65,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,187,0
23,1,48,73,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,309,0
25,3,48,24,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,265,0
28,3,48,13,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,960,0
31,3,48,104,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,128,0
32,1,48,48,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,117,0
36,2,48,15,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,450,0
41,1,48,53,печатать,balance,,,I,24.6,8,пиликать,I,0.6,,8,0,0,190,0
3,1,63,67,пикнуть,filler-nu,,,P,3,7,пекать,I,,,6,0,0,0,0
11,1,63,32,пикнуть,filler-nu,,,P,3,7,пекать,I,,,6,0,0,281,0
25,3,63,43,пикнуть,filler-nu,,,P,3,7,пекать,I,,,6,0,0,368,0
28,3,63,39,пикнуть,filler-nu,,,P,3,7,пекать,I,,,6,0,0,370,0
35,1,63,88,пикнуть,filler-nu,,,P,3,7,пекать,I,,,6,0,0,178,0
3,1,98,52,питать,filler,,,I,13.2,6,прякать,I,,,6,0,0,20,0
6,3,98,15,питать,filler,,,I,13.2,6,прякать,I,,,6,0,0,326,0
3,1,57,10,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,354,0,0
4,3,57,102,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,0,310,0
12,3,57,7,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,0,137,0
14,2,57,47,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,0,10,0
25,3,57,101,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,0,359,0
26,1,57,60,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,0,46,0
36,2,57,48,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,0,60,0
41,1,57,81,пихнуть,filler-nu,,,P,2.0,7,пигать,I,,,6,0,0,18,0
3,1,10,26,плескать,unrel,,,I,2.3,8,мазать,I,5.9,,6,0,409,0,0
7,1,10,30,плескать,unrel,,,I,2.3,8,мазать,I,5.9,,6,0,0,21,0
37,1,10,68,плескать,unrel,,,I,2.3,8,мазать,I,5.9,,6,0,0,162,0
5,1,18,75,погибать,unrel,,,I,14.7,8,хлопать,I,20.2,,7,0,0,0,0
37,1,18,57,погибать,unrel,,,I,14.7,8,хлопать,I,20.2,,7,0,0,80,0
3,1,45,42,поминать,balance,,,I,7.5,8,величать,I,3.6,,8,0,0,88,0
4,3,45,32,поминать,balance,,,I,7.5,8,величать,I,3.6,,8,0,0,741,0
12,3,45,68,поминать,balance,,,I,7.5,8,величать,I,3.6,,8,0,0,622,0
18,3,45,80,поминать,balance,,,I,7.5,8,величать,I,3.6,,8,0,0,115,0
25,3,45,11,поминать,balance,,,I,7.5,8,величать,I,3.6,,8,0,0,991,0
26,1,45,97,поминать,balance,,,I,7.5,8,величать,I,3.6,,8,0,0,845,0
28,3,45,27,поминать,balance,,,I,7.5,8,величать,I,3.6,,8,0,0,832,0
9,1,16,93,поощрять,unrel,,,I,8.0,8,швырять,I,7.7,,7,0,0,162,0
16,1,16,56,поощрять,unrel,,,I,8.0,8,швырять,I,7.7,,7,0,0,107,0
29,1,16,40,поощрять,unrel,,,I,8.0,8,швырять,I,7.7,,7,0,0,309,0
37,1,16,32,поощрять,unrel,,,I,8.0,8,швырять,I,7.7,,7,0,0,49,0
25,3,9,84,попрать,unrel,,,P,2.10,7,лизать,I,4.5,,6,0,0,80,0
14,2,37,15,постареть,unrel,,,P,8.4,9,одолеть,P,11.0,,7,0,0,85,0
17,2,37,77,постареть,unrel,,,P,8.4,9,одолеть,P,11.0,,7,0,0,30,0
40,2,37,79,постареть,unrel,,,P,8.4,9,одолеть,P,11.0,,7,0,0,0,0
36,2,33,65,продавать,suffix-va,,,I,50.9,9,продать,P,68.3,,7,0,0,0,0
25,3,21,50,прыгнуть,suffix-nu,,,P,18.1,8,прыгать,I,38.5,,7,0,0,70,0
4,3,22,15,прыснуть,suffix-nu,,,P,2.3,8,прыскать,I,1.2,,8,0,0,915,0
18,3,22,69,прыснуть,suffix-nu,,,P,2.3,8,прыскать,I,1.2,,8,0,0,245,0
22,3,22,27,прыснуть,suffix-nu,,,P,2.3,8,прыскать,I,1.2,,8,0,0,202,0
25,3,22,45,прыснуть,suffix-nu,,,P,2.3,8,прыскать,I,1.2,,8,0,0,34,0
34,3,22,4,прыснуть,suffix-nu,,,P,2.3,8,прыскать,I,1.2,,8,0,0,0,0
11,1,56,12,пугнуть,filler-nu,,,P,0.6,7,бугать,I,,,6,0,0,63,0
24,2,56,38,пугнуть,filler-nu,,,P,0.6,7,бугать,I,,,6,0,0,128,0
25,3,56,72,пугнуть,filler-nu,,,P,0.6,7,бугать,I,,,6,0,0,154,0
34,3,56,78,пугнуть,filler-nu,,,P,0.6,7,бугать,I,,,6,0,0,432,0
35,1,56,12,пугнуть,filler-nu,,,P,0.6,7,бугать,I,,,6,0,0,272,0
2,3,31,34,разнюхать,unrel,,,P,0.6,9,поддать,P,2.7,,7,0,0,549,0
10,3,31,1,разнюхать,unrel,,,P,0.6,9,поддать,P,2.7,,7,0,0,428,0
12,3,31,90,разнюхать,unrel,,,P,0.6,9,поддать,P,2.7,,7,0,0,460,0
18,3,31,76,разнюхать,unrel,,,P,0.6,9,поддать,P,2.7,,7,0,0,123,0
20,3,31,86,разнюхать,unrel,,,P,0.6,9,поддать,P,2.7,,7,0,0,292,0
25,3,31,82,разнюхать,unrel,,,P,0.6,9,поддать,P,2.7,,7,0,0,0,0
31,3,31,99,разнюхать,unrel,,,P,0.6,9,поддать,P,2.7,,7,0,0,207,0
3,1,88,48,разорять,filler,,,I,1.4,8,сабасать,I,,,8,0,0,113,0
5,1,88,94,разорять,filler,,,I,1.4,8,сабасать,I,,,8,0,0,0,0
12,3,88,14,разорять,filler,,,I,1.4,8,сабасать,I,,,8,0,0,235,0
25,3,88,56,разорять,filler,,,I,1.4,8,сабасать,I,,,8,0,0,137,0
33,2,88,99,разорять,filler,,,I,1.4,8,сабасать,I,,,8,0,0,0,0
39,1,88,6,разорять,filler,,,I,1.4,8,сабасать,I,,,8,0,0,281,0
25,3,29,77,расшить,unrel,,,P,2.2,7,сбить,P,29.6,,5,0,0,164,0
2,3,90,84,ровнять,filler,,,I,0.9,7,ремкать,I,,,7,0,0,635,0
11,1,90,29,ровнять,filler,,,I,0.9,7,ремкать,I,,,7,0,0,110,0
16,1,90,85,ровнять,filler,,,I,0.9,7,ремкать,I,,,7,0,0,52,0
25,3,90,61,ровнять,filler,,,I,0.9,7,ремкать,I,,,7,0,0,436,0
27,2,90,90,ровнять,filler,,,I,0.9,7,ремкать,I,,,7,0,0,873,0
3,1,2,98,свистнуть,suffix-nu,,,P,4.6,9,свистеть,I,8.8,,8,0,0,58,0
5,1,2,72,свистнуть,suffix-nu,,,P,4.6,9,свистеть,I,8.8,,8,0,0,375,0
25,3,7,44,скучать,unrel,,,I,19.40,7,качать,I,17.8,,6,0,0,172,0
16,1,11,99,спасать,unrel,,,I,33.1,7,махать,I,22.2,,6,0,0,101,0
29,1,11,31,спасать,unrel,,,I,33.1,7,махать,I,22.2,,6,0,0,1094,0
37,1,11,85,спасать,unrel,,,I,33.1,7,махать,I,22.2,,6,0,0,35,0
14,2,22,16,строгать,unrel,,,I,1.3,8,прыскать,I,1.2,,8,0,0,405,0
19,2,22,29,строгать,unrel,,,I,1.3,8,прыскать,I,1.2,,8,0,0,867,0
40,2,22,15,строгать,unrel,,,I,1.3,8,прыскать,I,1.2,,8,0,0,97,0
9,1,17,1,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,217,0
16,1,17,70,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,326,0
29,1,17,23,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,295,0
37,1,17,52,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,51,0
41,1,17,27,стряпать,unrel,,,I,1.4,8,хлебать,I,4.4,,7,0,0,242,0
1,1,14,60,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,0,0
3,1,14,57,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,134,0
16,1,14,11,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,51,0
29,1,14,96,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,340,0
37,1,14,83,терзать,unrel,,,I,9.9,7,шагать,I,23.2,,6,0,0,66,0
3,1,97,41,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,79,0
25,3,97,47,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,264,0
35,1,97,38,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,997,0
39,1,97,67,тесать,filler,,,I,1.0,6,кодать,I,,,6,0,0,773,0
3,1,96,59,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,400,0,0
10,3,96,69,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,201,0
14,2,96,100,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,31,0
20,3,96,74,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,147,0
25,3,96,28,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,519,0
26,1,96,36,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,47,0
33,2,96,41,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,65,0
41,1,96,6,тикать,filler,,,I,3.2,6,гупить,I,,,6,0,0,83,0
9,1,42,92,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,146,0
12,3,42,20,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,575,0
14,2,42,97,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,128,0
16,1,42,97,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,124,0
21,2,42,71,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,353,0
29,1,42,67,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,542,0
33,2,42,32,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,2350,0
34,3,42,61,трескать,balance,,,I,0.5,8,верстать,I,0.4,,8,0,0,1371,0
3,1,92,43,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,405,0,0
6,3,92,21,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,414,0
9,1,92,67,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,475,0
10,3,92,22,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,327,0
11,1,92,38,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,83,0
16,1,92,38,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,49,0
24,2,92,53,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,214,0
25,3,92,46,украшать,filler,,,I,17.2,8,хиникать,I,,,8,0,0,535,0
1,1,15,46,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,69,0
5,1,15,8,умничать,unrel,,,I,0.8,8,гавкать,I,0.8,,7,0,0,141,0
2,3,103,72,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,912,0
3,1,103,9,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,168,0,0
5,1,103,90,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,32,0
11,1,103,60,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,114,0
16,1,103,26,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,0,0
19,2,103,38,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,1519,0
35,1,103,31,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,339,0
36,2,103,59,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,283,0
41,1,103,50,уплетать,filler,,,I,1.5,8,кверкать,I,,,8,0,0,493,0
19,2,34,98,уставать,suffix-va,,,I,14.3,8,устать,P,58.6,,6,0,0,1022,0
1,1,44,44,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,93,0
3,1,44,88,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,2,0
6,3,44,28,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,343,0
7,1,44,91,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,74,0
10,3,44,53,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,426,0
16,1,44,100,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,296,0
19,2,44,100,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,0,0
22,3,44,11,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,428,0
23,1,44,92,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,244,0
25,3,44,34,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,239,0
36,2,44,77,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,107,0
37,1,44,26,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,410,0
41,1,44,92,хвастать,balance,,,I,2.5,8,брызгать,I,4.7,,8,0,0,73,0
1,1,95,28,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,47,0
11,1,95,49,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,110,0
15,3,95,96,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,119,0
16,1,95,7,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,19,0
19,2,95,73,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,1101,0
22,3,95,45,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,401,0
24,2,95,32,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,208,0
25,3,95,38,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,329,0
33,2,95,91,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,0,0
35,1,95,62,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,433,0
36,2,95,22,хлестать,filler,,,I,6.8,8,пощатать,I,,,8,0,0,72,0
25,3,23,76,хлестнуть,suffix-nu,,,P,1.9,9,хлестать,I,6.8,,8,0,0,4,0
11,1,104,18,хлюпать,filler,,,I,3.50,7,фревать,I,,,7,0,0,228,0
13,1,104,9,хлюпать,filler,,,I,3.50,7,фревать,I,,,7,0,0,419,0
25,3,104,100,хлюпать,filler,,,I,3.50,7,фревать,I,,,7,0,0,261,0
27,2,104,18,хлюпать,filler,,,I,3.50,7,фревать,I,,,7,0,0,211,0
14,2,91,89,хмыкать,filler,,,I,1.9,7,лопрать,I,,,7,0,0,78,0
16,1,91,104,хмыкать,filler,,,I,1.9,7,лопрать,I,,,7,0,0,0,0
19,2,91,91,хмыкать,filler,,,I,1.9,7,лопрать,I,,,7,0,0,717,0
25,3,91,29,хмыкать,filler,,,I,1.9,7,лопрать,I,,,7,0,0,234,0
36,2,91,2,хмыкать,filler,,,I,1.9,7,лопрать,I,,,7,0,0,79,0
38,2,91,1,хмыкать,filler,,,I,1.9,7,лопрать,I,,,7,0,0,53,0
39,1,91,1,хмыкать,filler,,,I,1.9,7,лопрать,I,,,7,0,0,270,0
3,1,61,27,цапнуть,filler-nu,,,P,1.4,7,сапать,I,,,6,0,338,0,0
25,3,61,53,цапнуть,filler-nu,,,P,1.4,7,сапать,I,,,6,0,0,54,0
36,2,61,101,цапнуть,filler-nu,,,P,1.4,7,сапать,I,,,6,0,0,12,0
25,3,24,95,царапнуть,suffix-nu,,,P,1.1,9,царапать,I,4.5,,8,0,0,18,0
3,1,89,22,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,0,0
6,3,89,47,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,298,0
9,1,89,65,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,126,0
11,1,89,26,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,375,0
15,3,89,5,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,141,0
16,1,89,57,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,56,0
21,2,89,79,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,390,0
25,3,89,7,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,400,0
32,1,89,5,черпать,filler,,,I,6.5,7,пручать,I,,,7,0,0,83,0
25,3,50,36,чирикать,balance,,,I,1.8,8,хихикать,I,6.3,,8,0,0,450,0
29,1,50,8,чирикать,balance,,,I,1.8,8,хихикать,I,6.3,,8,0,0,144,0
37,1,50,47,чирикать,balance,,,I,1.8,8,хихикать,I,6.3,,8,0,0,52,0
14,2,23,51,шлифовать,unrel,,,I,2.0,9,хлестать,I,6.8,,8,0,0,94,0
19,2,23,39,шлифовать,unrel,,,I,2.0,9,хлестать,I,6.8,,8,0,0,1414,0
38,2,23,15,шлифовать,unrel,,,I,2.0,9,хлестать,I,6.8,,8,0,0,214,0
9,1,52,45,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,17,0
11,1,52,99,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,34,0
12,3,52,81,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,402,0
14,2,52,98,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,124,0
16,1,52,43,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,18,0
20,3,52,71,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,159,0
22,3,52,7,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,178,0
25,3,52,55,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,415,0
26,1,52,56,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,367,0
36,2,52,45,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,184,0
41,1,52,35,щеголять,balance,,,I,2.4,8,пеленать,I,1,,8,0,0,67,0
